"product_uid","name","value"
100022,"Number of Wash Cycles","9"
100022,"Number of Wash Speeds","4"
100022,"Number of Wash Temperatures","4"
100022,"Pedestal Model#","WE357A0W"
100022,"Product Depth (in.)","33"
100022,"Product Height (in.)","38.7"
100022,"Product Weight (lb.)","193.8"
100022,"Product Width (in.)","27"
100022,"Stackable","Yes"
100022,"Stacking Kit Model#","SK-5A"
100022,"Steam Function","Yes"
100022,"Voltage (volts)","120"
100022,"Wash Cycles","Delicates,Extra Rinse,Handwashable,Heavy Duty,Permanent Press,Sanitation,Speed Wash"
100022,"Washer Dispensers","Bleach,Fabric Softener"
100022,"Washer Features","Add Garment (pause),Built-in Water Heater,Control Lockout,Cycle Time Remaining Display,Delay Start,Door Window,End-Of-Cycle Signal,Out-of-Balance Detection,Steam Function"
100022,"Washer Interior Light","No"
100022,"Washer Tub/Drum Material","Stainless Steel"
100023,"Bullet01","Designed to be used in slab-on-grade applications without the use of wire mesh"
100023,"Bullet02","Reduces the amount of cracking caused by drying shrinkage"
100023,"Bullet03","Offers superior workability"
100023,"Bullet04","Provides superior impact resistance"
100023,"Bullet05","4,000 PSI concrete mix"
100023,"Bullet20","Note: Product may vary by store"
100023,"Color Family","Gray"
100023,"Compression strength (psi)","4000"
100023,"Material","Concrete"
100023,"MFG Brand Name","Quikrete"
100023,"Mix Type","Crack Resistant"
100023,"Product Depth (in.)","0"
100023,"Product Height (in.)","0"
100023,"Product Weight (lb.)","80"
100023,"Product Width (in.)","0"
100023,"Vertical/overhead use","No"
100023,"Working time (min.)","60"
100024,"Bullet01","Power lights, tools, refrigerators, freezers and health care equipment"
100024,"Bullet02","Silent and safe, no noise or fumes"
100024,"Bullet03","Power tools, lights, refrigerators, freezers and health care equipment"
100024,"Bullet04","Safe to operate indoors; no cords coming from outside"
100024,"Electrical Product Type","Solar Power Inverter"
100024,"MFG Brand Name","Goal Zero"
100024,"Product Depth (in.)","15"
100024,"Product Height (in.)","16"
100024,"Product Width (in.)","11.5"
100025,"Bullet01","Easy assembly"
100025,"Bullet02","Telescopic dolly"
100025,"Bullet03","Rubber swivel wheels"
100025,"Bullet04","2 locking wheels"
100025,"Bullet05","4 sturdy PVC corner pieces"
100025,"Bullet06","4 sturdy stainless steel poles"
100025,"Bullet07","Weight limit: 220 lbs."
100025,"Bullet08","Each side extends from 21 in. to 31 in. in length"
100025,"MFG Brand Name","Stal wart"
100025,"Product Depth (in.)","31"
100025,"Product Height (in.)","3.75"
100025,"Product Width (in.)","31"
100025,"Storage Product Type","Dollies and Hand Trucks"
100026,"Assembled Depth (in.)","120 in"
100026,"Assembled Height (in.)","1.5 in"
100026,"Assembled Width (in.)","120 in"
100026,"Base Required","No"
100026,"Bullet01","Beautiful color blend with a natural stone texture"
100026,"Bullet02","Includes two different sized patio blocks, 12 in. x 24 in. and 24 in. x 24 in."
100026,"Bullet03","Printed pattern included in each pallet for an easy installation visual"
100026,"Bullet04","Use to make a basket weave style walkway"
100026,"Bullet05","Purchase multiple patios and install around your in-ground pool or make a larger outdoor living space"
100026,"Bullet06","For installing around steps or flower-beds just use a wet masonry saw blade to cut and fit"
100026,"Color Family","Tan"
100026,"Color/Finish","Tan Variegated"
100026,"Concrete Type","Wetcast"
100026,"Landscape Supply Type","Paver"
100026,"Material","Concrete"
100026,"MFG Brand Name","Nantucket Pavers"
100026,"Packaging Type","Kit"
100026,"Product Depth (in.)","120"
100026,"Product Height (in.)","1.5"
100026,"Product Width (in.)","120"
100026,"Shape","Square"
100026,"Square Feet per Piece","2"
100026,"Textured","Yes"
100026,"Vehicular Traffic Rated","No"
100026,"Width","100 in"
100027,"Bullet01","Reflects up to 97% of radiant energy, reducing heating and cooling costs"
100027,"Bullet02","Easy to use and install"
100027,"Bullet03","Recycled natural-fiber padding is durable"
100027,"Bullet04","Blanket-type, foil-faced insulation is lightweight and versatile"
100027,"Bullet05","Excellent acoustical performance"
100027,"Bullet06","Class-A or Class-1 fire rating"
100027,"ENERGY STAR Certified","Yes"
100027,"Friction Fit","No"
100027,"Insulation Type","Radiant Barrier"
100027,"MFG Brand Name","UltraTouch"
100027,"Product Length (ft.)","24 ft"
100027,"Product Thickness (in.)",".375 in"
100027,"Product Weight (lb.)","16"
100027,"Sheet or Roll","Roll"
100028,"Bullet01","Fresh water reed has a rapid growth rate which makes it an eco-friendly option"
100028,"Bullet02","Efficiently create a privacy screen for your home and yard"
100028,"Bullet03","Product measures 1/8 in. Dia x 6 ft. high x 16 ft. long"
100028,"Bullet04","Easily connect additional panels by tying them together with wire"
100028,"Color Family","Tan"
100028,"Color/Finish","Tan"
100028,"Fence Application","Decorative,Garden,Privacy"
100028,"Garden Fencing Type","Reed Fence"
100028,"Landscape Supply Type","Garden Fencing"
100028,"Material","Wood"
100028,"MFG Brand Name","Backyard X-Scapes"
100028,"Package Quantity","1"
100028,"Product Depth (in.)","0.25"
100028,"Product Height (in.)","72"
100028,"Product Width (in.)","192"
100029,"Bullet01","Ultra-matte sheen that can be quickly customized with different waxes or varnishes that delivers a smooth, soft finish every time"
100029,"Bullet02","One coat coverage over most sealed surfaces and base colors - one can covers up to 120 sq. ft."
100029,"Bullet03","Cleans easily with soap and water"
100029,"Bullet04","No need to use primer - reliable adhesion to most surfaces without sanding or using a layer of primer"
100029,"Bullet05","Final packaging my vary"
100029,"Bullet18","Online Price includes Paint Care fee in the following states: CA, CO, CT, MN, OR, RI, VT"
100029,"Coating Product Category","Paint"
100029,"Color/Finish","Whisper"
100029,"Container Size","1 PT-Pint"
100029,"MFG Brand Name","DecoArt"
100029,"Paint Product Type","Chalky Finish Paint"
100029,"Paint/Stain Key Features","Washable"
100029,"Paint/Stain/Waterproofer Product Type","Specialty Finish/Small Project"
100029,"RGB Value","255:252:221"
100029,"Sheen","Flat/Matte"
100029,"Specialty Finish","Chalk Finish/Matte"
100029,"Washable","Yes"
100029,"Waterproof","No"
100030,"Bullet01","Weight capacity of 100 lbs. per pair of brackets (when mounted into wall studs)"
100030,"Bullet02","Durable steel construction"
100030,"Bullet03","Supports shelving to display home decor items"
100030,"Bullet04","Easy installation"
100030,"Bullet05","1 bracket and 1 vinyl cover included"
100030,"Bullet06","Neutral color that blends in with any home decor style"
100030,"Bullet07","Supports shelves that are 6 to 12 in. deep"
100030,"Color Family","White"
100030,"Color/Finish","White"
100030,"Included","No additional components or accessories are included"
100030,"Material","Steel"
100030,"MFG Brand Name","Unbranded"
100030,"Storage Product Type","Brackets"
100031,"Bag Capacity/Dry Volume (cu. ft.)","5"
100031,"Bag Weight (lb.)","5"
100031,"Bullet01","Dress up indoor and outdoor container plants by covering the soil with polished stones"
100031,"Bullet02","Use as a vase medium for artificial or live flowers"
100031,"Bullet03","Create beautiful water-garden and fountain displays"
100031,"Bullet04","Excellent for terrariums, aquariums, dish gardens, candle displays and a wide array of craft and decorative projects"
100031,"Bullet05","Contains a 5 lb. assortment of polished stones"
100031,"Bullet20","Note: Product may vary by store."
100031,"Color Family","Assorted Colors"
100031,"Coverage Area (sq. ft.)","1"
100031,"MFG Brand Name","Unbranded"
100031,"Product Depth (in.)","2"
100031,"Product Height (in.)","10"
100031,"Product Width (in.)","6"
100031,"Rock Size","Small"
100031,"Rock Type","Polished Rock"
100032,"Bullet01","Versatile enough for the garage, basement, laundry room or for commercial display use in a retail store environment"
100032,"Bullet02","Features patented kwik-connect technology for easy installation"
100032,"Bullet03","Made from heavy-duty PVC"
100032,"Bullet04","Covers 10 sq. ft."
100032,"Bullet05","Quickly add wall storage to any space"
100032,"Color Family","Gray"
100032,"Color/Finish","Gray"
100032,"Material","PVC"
100032,"MFG Brand Name","NorskWall"
100032,"Storage Product Type","Side and Wall Panels"
100033,"Assembled Depth (in.)","18 in"
100033,"Assembled Height (in.)","72 in"
100033,"Assembled Width (in.)","48 in"
100033,"Bullet01","Each shelf supports 600 lbs. when evenly distributed; total unit weight capacity is 3600 lbs."
100033,"Bullet02","No tools required for easy assembly"
100033,"Bullet03","Tubular steel construction with durable chrome finish offers solid support for a variety of heavy-duty items"
100033,"Bullet04","Perfect storage solution for commercial or residential use in any room, office or jobsite"
100033,"Bullet05","6 fully adjustable shelves and legs help stabilize unit on uneven flooring"
100033,"Bullet06","NSF-certified for food storage"
100033,"Bullet20","Note: Product may vary by store."
100033,"Durability","General purpose"
100033,"Material","Wire"
100033,"MFG Brand Name","HDX"
100033,"Storage Product Type","Free Standing Racks and Shelves"
100034,"Brush width (in.)","6.625"
100034,"Bullet01","Bristles are made of white Tampico fiber"
100034,"Bullet02","Bristles are set in a hardwood block"
100034,"Bullet03","Use for your concrete, cement and masonry needs"
100034,"Bullet04","Use for a variety of other tasks"
100034,"Concrete Tool Type","Brush"
100034,"Handle Length (in.)","7"
100034,"Material","Tampico"
100034,"MFG Brand Name","Marshalltown"
100034,"Product Depth (in.)","1.75"
100034,"Product Height (in.)","11.875"
100034,"Product Width (in.)","6.5"
100035,"Atomic Clock","No"
100035,"Batteries Included","No"
100035,"Battery Type Required","AA"
100035,"Bullet01","Champagne plastic"
100035,"Bullet02","Traditional wall clock style"
100035,"Bullet03","Classic white dial with Arabic numerals"
100035,"Bullet04","8.5 in. diameter"
100035,"Clock display type","Analog"
100035,"Clock face length (in.)","7"
100035,"Clock face width (in.)","7"
100035,"Clock Type","Wall"
100035,"Color","Champagne"
100035,"Color Family","Metallics"
100035,"Date display","No"
100035,"Deco Style","Classic"
100035,"Decor Product Type","Clock"
100035,"Indoor/Outdoor","Indoor"
100035,"MFG Brand Name","FirsTime"
100035,"Multiple time zones","No"
100035,"Number of Batteries Required","1"
100035,"Product Depth (in.)","2.25"
100035,"Product Height (in.)","8.5"
100035,"Product Weight (lb.)","1"
100035,"Product Width (in.)","8.5"
100035,"Quartz movement","Yes"
100036,"Assembled Depth (in.)","12.5 in"
100036,"Assembled Height (in.)","2.5 in"
100036,"Assembled Width (in.)","0.125 in"
100036,"Assembly Required","Yes"
100036,"Bullet01","No installation tools required; bracket attaches to your wall through a single track upright"
100036,"Bullet02","Durable epoxy paint coating resists chipping and peeling"
100036,"Bullet03","Designed to support medium- and light-duty shelving"
100036,"Bullet04","Can be moved up or down along the upright to best meet your storage or display needs"
100036,"Color Family","White"
100036,"Color/Finish","White"
100036,"Included","Hardware"
100036,"Material","Metal"
100036,"MFG Brand Name","Rubbermaid"
100036,"Number of Compartments","0"
100036,"Product Depth (in.)","2.5"
100036,"Product Length (in.)","12.5"
100036,"Storage Product Type","Brackets"
100037,"Bullet01","3 main pockets and 6 tool pockets"
100037,"Bullet02","4 interior elastic loops for tools"
100037,"Bullet03","T-chain tape holder"
100037,"Bullet04","Metal tape measure clip"
100037,"Bullet05","Tool snap"
100037,"Bullet20","Note: product may vary by store"
100037,"Color Family","Black"
100037,"Color/Finish","Black"
100037,"Feet","No"
100037,"Included Accessories","None"
100037,"Material","Fabric"
100037,"MFG Brand Name","Husky"
100037,"Number of inside pockets","2"
100037,"Number of outside pockets","7"
100037,"Product Depth (in.)","3.25"
100037,"Product Height (in.)","9"
100037,"Product Length (in.)","3.5"
100037,"Product Width (in.)","8"
100037,"Shoulder strap","No"
100037,"Tape Holder","Yes"
100037,"Tool Storage Product Type","Pouch"
100037,"Tools Product Type","Hand Tool"
100037,"Wheels","No"
100037,"Zippered Top","No"
100038,"Amperage (amps)","4"
100038,"Batteries Included","No"
100038,"Battery Amp Hours","0"
100038,"Battery Power Type","Lithium Ion"
100038,"Battery Size","Lithium Ion"
100038,"Bullet01","Includes tool only to create your own kit; battery and charger sold separately"
100038,"Bullet02","High torque output produces 325 ft. lbs. for heavy-duty applications"
100038,"Bullet03","Die-cast gear box for increased durability and professional quality"
100038,"Bullet04","1/2 in. dent pin anvil makes it compatible with popular impact rated sockets"
100038,"Bullet07","Hex Grip innovative micro-texture for secure grip and maximum user comfort"
100038,"Bullet08","Grip light engages Tri-Beam LED light independently of trigger to illuminate work space"
100038,"Bullet09","Cordless design enables easy use and portability"
100038,"Certifications and Listings","1-UL Listed"
100038,"Charger Included","No"
100038,"Color Family","Orange"
100038,"Cordless Tool Type","Impact Wrench"
100038,"Cordless/Corded","Cordless"
100038,"Drive Size (in.)","1/2in"
100038,"Forward/Reverse Rocker Switch","No"
100038,"Impacts Per Minute","3200"
100038,"Maximum Speed (rpm)","2900"
100038,"MFG Brand Name","RIDGID"
100038,"Number of Batteries Included","0"
100038,"Power Tool Features","LED Light"
100038,"Power Tool Product Type","Cordless"
100038,"Product Depth (in.)","2.5"
100038,"Product Height (in.)","7.5"
100038,"Product Weight (lb.)","3.55"
100038,"Product Width (in.)","8"
100038,"Reconditioned","No"
100038,"Tools Product Type","Power Tool"
100038,"Torque (lb-in)","3600"
100038,"Voltage (volts)","18"
100039,"Area Heated (Sq. Ft.)","1000"
100039,"Assembled Depth (in.)","13 in"
100039,"Assembled Height (in.)","25 in"
100039,"Assembled Width (in.)","35.4 in"
100039,"Assembly Required","No"
100039,"Bullet01","Automatic thermostat can be set to the desired heat output and the system will automatically maintain that temperature"
100039,"Bullet02","Unit has dual fuel technology which means it can be operated using natural gas or liquid propane"
100039,"Bullet03","99.9% energy efficient, the vent free design keeps 100% of the heat in your home"
100039,"Bullet04","Hand painted logs give this unit the most realistic look of a natural fire"
100039,"Bullet05","Dual burner provides real yellow flames throughout the logs"
100039,"Bullet06","Equipped with a safety oxygen depletion sensor (O.D.S.) and automatic shut-off"
100039,"Bullet07","No electricity required, great for use as supplemental heat during power outages"
100039,"Burner System","Dual"
100039,"Certifications and Listings","ANSI Certified"
100039,"Features","Adjustable Thermostat,Oxygen Depletion System,Pedestal Base,Rear heat shield,Side heat shield"
100039,"Firebox depth (in.)","10"
100039,"Firebox height (in.)","11"
100039,"Firebox width (in.)","25"
100039,"Fuel type","Dual Fuel"
100039,"Material","Steel"
100039,"MFG Brand Name","Emberglow"
100039,"Mount type","Freestanding"
100039,"Product Depth (in.)","13"
100039,"Product Height (in.)","25"
100039,"Product Weight (lb.)","51.2"
100039,"Product Width (in.)","35.4"
100039,"Vented or Vent-Free","Vent-Free"
100040,"Actual panel height (in.)","46"
100040,"Actual panel thickness (in.)","1.75"
100040,"Actual panel width (in.)","67"
100040,"Bullet01","Corresponding posts sold separately, use: Line post (Model #73014884), corner post (Model #73014886), end post (Model #73014885)"
100040,"Bullet02","5 in. x 5 in. post tops (Various styles available) attach easiest by using Veranda post top clips (Model #73014080)"
100040,"Bullet03","Vinyl privacy fence assembles in minutes without the use of brackets, fasteners or screws"
100040,"Bullet04","Coordinating 4 ft. x 4 ft. walk gate (Model # 73014853), 4 ft. x 5 ft. drive gate (Model # 73014854)"
100040,"Bullet05","Tongue and groove boards fit together with no gap in between for true privacy in your yard"
100040,"Bullet06","Pro series vinyl privacy fence kits contour to follow the slopes of your yard"
100040,"Bullet07","Made of durable, low maintenance vinyl"
100040,"Bullet08","Includes a transferable limited lifetime warranty"
100040,"Cap/top included","No"
100040,"Color Family","White"
100040,"Color/Finish","White"
100040,"Commercial/Residential Use","Commercial / Residential"
100040,"Fence Application","Privacy"
100040,"Fencing Product Type","Vinyl Fence Panels"
100040,"Fencing Style","Privacy"
100040,"Hardware Included","No"
100040,"Material","Vinyl"
100040,"MFG Brand Name","Veranda"
100040,"Nominal panel depth (in.)","1.75"
100040,"Nominal panel height (ft.)","4"
100040,"Nominal panel width (ft.)","6"
100040,"Number of pickets for panels","11"
100040,"Number of rails for panels","2"
100040,"Panel Assembly","Unassembled Panel"
100040,"Product Weight (lb.)","22.39"
100040,"Recommended Fastener","None"
100040,"Structure type","Permanent"
100040,"UV Protected","Yes"
100041,"Assembled Depth (in.)","0.91 in"
100041,"Assembled Height (in.)","0.40 in"
100041,"Assembled Width (in.)","34.65 in"
100041,"Bulb Type Included","LED"
100041,"Bullet01","Includes two 12 in. LED fixtures, an integral on/off/dimmer switch and 6-watt power supply plug-in cable, also includes one 12 in. low voltage connector cable to connect over gaps (mounting hardware also included)"
100041,"Bullet02","2 brightness level options (100% of 50%) achieved with the inline on/off/dimmer switch (not compatible with wall dimmers)"
100041,"Bullet03","Memory function of the in-line switch returns the light(s) to last brightness setting (100% or 50%) before unplugging (this feature is for those wishing to bypass dimming and control the kit via outlets connected to a wall on-off switch)"
100041,"Bullet04","6 watt power supply can only accommodate up two 12 in. LED fixtures, additional fixtures cannot be linked to 1 power supply"
100041,"Bullet05","Easy installation with supplied mounting clips and screws"
100041,"Certifications and Listings","1-UL Listed"
100041,"Color/Finish Family","Metallic"
100041,"Connection Type","Plug-in"
100041,"ENERGY STAR Certified","No"
100041,"Fixture Color/Finish","SILVER"
100041,"Hardware Included","Yes"
100041,"Light Source","LED"
100041,"Linkable","No"
100041,"Maximum Wattage (watts)","0"
100041,"MFG Brand Name","Commercial Electric"
100041,"Mounting Method","Screw-In Bracket"
100041,"Product Depth (in.)","0.91"
100041,"Product Height (in.)","0.4"
100041,"Product Weight (lb.)","0.585"
100041,"Product Width (in.)","34.65"
100041,"Slim line","Yes"
100041,"Under Cabinet Light Type","Strip Light"
100042,"Bowl Height","Standard"
100042,"Bowl Height (in.)","15"
100042,"Bowl Shape","Round"
100042,"Bullet01","2-piece design features a separate tank and bowl"
100042,"Bullet02","Round front bowl for fit in smaller bathrooms"
100042,"Bullet03","WaterSense certified high-efficiency design uses 1.28 GPF for significant water savings"
100042,"Bullet04","Constructed with durable vitreous china for cleaner, long-lasting use"
100042,"Bullet05","Cadet 3 flushing system with 2-1/8 in. glazed trap way and oversized 3 in. flush valve for a powerful flush"
100042,"Bullet06","Includes plastic seat and cover with EverClean surface, wax ring for easy installation"
100042,"Bullet07","EverClean surface helps inhibit growth of stain and odor-causing bacteria, mold and mildew"
100042,"Bullet08","5-year warranty"
100042,"Bullet20","Note: product may vary by store"
100042,"Certifications and Listings","No Certifications or Listings"
100042,"Color Family","Tan"
100042,"Color/Finish","Bone"
100042,"Commercial / Residential","Residential"
100042,"Flush Valve Size (in.)","3"
100042,"Flushing Mechanism","Gravity Flush"
100042,"Flushing Technology","Gravity Fed"
100042,"Flushing Type","Single Flush"
100042,"Gallons Per Flush","1.28"
100042,"MaP Performance Rating","1000"
100042,"Material","Vitreous China"
100042,"MFG Brand Name","American Standard"
100042,"Mount Location","Floor Mount"
100042,"Product Depth (in.)","28.25"
100042,"Product Height (in.)","28.875"
100042,"Product Weight (lb.)","84"
100042,"Product Width (in.)","17.25"
100042,"Rough In Size","12"
100042,"Toilet Features","Complete Kit"
100042,"Toilet Included Components","Seat"
100042,"Trip Lever Location","Left Front"
100043,"Bullet01","Used for general construction applications, for precision grouting and for keyway and base plate grouting"
100043,"Bullet02","Suitable for grouting pre-cast concrete, steel columns, anchoring applications and heavy equipment"
100043,"Bullet03","Can be mixed to a plastic, flowable or fluid consistency"
100043,"Bullet04","30-minute set time"
100043,"Bullet05","Reaches strengths up to 14,000 PSI"
100043,"Bullet06","Exceeds ASTM C 1107, R-3, and ASTM C 1107"
100043,"Bullet07","Note: Product may vary by store"
100043,"Color Family","Gray"
100043,"Compression strength (psi)","8000"
100043,"Material","Grout"
100043,"MFG Brand Name","Quikrete"
100043,"Mix Type","High-Strength"
100043,"Product Depth (in.)","11.5"
100043,"Product Height (in.)","3.5"
100043,"Product Weight (lb.)","50"
100043,"Product Width (in.)","17.5"
100043,"Vertical/overhead use","No"
100043,"Working time (min.)","25"
100044,"Bullet01","cETL listed for dry locations"
100044,"Bullet02","1-halogen G9 T4 40 watt max, 120-volt - not included 1-halogen GU10 MR16 50w max, 120-volt - not included"
100044,"Bullet03","1-halogen GU10 MR16 50 watt max, 120-volt - not included"
100044,"Bullet04","Pendant glass and shades"
100044,"Certifications and Listings","No Certifications or Listings"
100044,"Collection Name","N/A"
100044,"Color Family","White"
100044,"Material","Acrylic"
100044,"MFG Brand Name","Westinghouse"
100044,"Number in Pack","1"
100044,"Product Depth (in.)","10 in"
100044,"Product Height (in.)","10 in"
100044,"Product Weight (lb.)","1.08"
100044,"Product Width (in.)","10 in"
100044,"Shade Type","Diffuser"
100045,"Assembled Depth (in.)",".72 in"
100045,"Assembled Height (in.)","1.16 in"
100045,"Assembled Width (in.)","4.41 in"
100045,"Builders Hardware Product Type","Cabinet Pull"
100045,"Bullet01","2-1/2 in. center to center measurement, 4-13/32 in. overall length"
100045,"Bullet02","Oil rubbed bronze finish"
100045,"Bullet03","For use on cabinetry and furniture"
100045,"Bullet04","Screws included"
100045,"Bullet05","Grayson collection is available in vintage brass, oil rubbed bronze, satin nickel and aged bronze finishes"
100045,"Bullet07","The Grayson collection also includes 5 in. pull and knob"
100045,"Cabinet Pull Type","Cup/Bin Pull"
100045,"Center to Center Measurement (inches)","2 1/2"
100045,"Center to Center Measurement (mm)","51"
100045,"Finish","Oil Rubbed Bronze"
100045,"Hardware Finish Family","Bronze"
100045,"Material","Metal"
100045,"MFG Brand Name","Sumner Street Home Hardware"
100045,"Package Quantity","1"
100045,"Projection",".72 in"
100045,"Pull height (in.)","1.16"
100045,"Pull Length (in.)","4.41"
100045,"Style","Modern"
100046,"Actual post height (in.)","72"
100046,"Actual post thickness (in.)","1.5"
100046,"Actual post width (in.)","1.5"
100046,"Bullet01","Manufactured from rail steel"
100046,"Bullet02","Weighs 1.25 lbs. per lin. ft., not including the anchor plate"
100046,"Bullet03","Coated with rust-resistant green enamel paint for corrosion protection"
100046,"Bullet04","Should be driven into the ground a minimum of 12 in."
100046,"Bullet05","Use Fence Post Driver or sledge hammer to drive post into the ground"
100046,"Bullet06","Galvanized Steel T-Post Clips (sold separately) can be used to attach the fence fabric"
100046,"Bullet07","Perfect for heavier steel fences up to 5 ft. high"
100046,"Cap/top included","No"
100046,"Color Family","Green"
100046,"Color/Finish","Green"
100046,"Commercial/Residential Use","Commercial / Residential"
100046,"Fencing Product Type","Ornamental Posts"
100046,"Gauge","0"
100046,"Hardware Included","No"
100046,"Material","Metal"
100046,"MFG Brand Name","HDX"
100046,"Number of posts included","1"
100046,"Product Depth (in.)","1.5"
100046,"Product Height (in.)","72"
100046,"Product Weight (lb.)","7.67"
100046,"Product Width (in.)","1.5"
100046,"Recommended Fastener","Other"
100046,"Shape","Rectangle"
100046,"Use","Any"
100047,"Bullet01","1-piece"
100047,"Bullet02","Steel construction"
100047,"Bullet03","Plain finish"
100047,"Bullet04","24 in. x 12 in."
100047,"Corrosion Resistant","No"
100047,"Fastener Type","Metal Stock"
100047,"Finish Family","Silver Metallic"
100047,"Indoor/Outdoor","Indoor/Outdoor"
100047,"Material","Steel"
100047,"Measurement Standard","SAE"
100047,"Metal Stock Type","Sheet Metal"
100047,"MFG Brand Name","Crown Bolt"
100047,"Package Quantity","1"
100047,"Perforated","Yes"
100047,"Product Depth (in.)","0.5"
100047,"Product Height (in.)","12"
100047,"Product Length (in.)","24 in"
100047,"Product Thickness (in.)","0.05 in"
100047,"Product Weight (lb.)","1.64"
100047,"Product Width (in.)","12"
100047,"Weldable","Yes"
100048,"Base Spread (in.)","16 in"
100048,"Bullet01","Aluminum construction offers lightweight durability"
100048,"Bullet02","12 steps provide easy access to areas around the home"
100048,"Bullet03","Type II, 225 lb. duty rating is ideal for light household applications"
100048,"Bullet04","4-position design converts to step ladder, stairway ladder, extension ladder or scaffold with two bases"
100048,"Bullet05","Telescoping style reduces to compact size for storing and transporting"
100048,"Bullet06","ANSI and OSHA compliant for safety"
100048,"Certifications and Listings","OSHA Compliant"
100048,"Ladder Height (ft.)","13"
100048,"Ladder Rating","Type 2 - 225 lbs."
100048,"Ladder Type","Multi-Position"
100048,"Load weight capacity","225 lb."
100048,"Material","Aluminum"
100048,"Maximum ladder length (ft.)","13"
100048,"Maximum reach (ft.)","11"
100048,"MFG Brand Name","Werner"
100048,"Minimum ladder length (ft.)","3"
100048,"Nonslip tread","0"
100048,"Number of Steps","12"
100048,"Product Weight (lb.)","23.3"
100048,"Rung/Step Depth","1 in"
100048,"Step rise (in.)","12"
100049,"Bullet01","White surface reflects sun rays and releases 91% of the sun's heat for energy efficiency"
100049,"Bullet02","Resists ponding water"
100049,"Bullet03","Recommended for use on metal roofs, weathered, previously-coated white and aluminum roof surfaces, smooth-surface built-up roofs, stucco, masonry parapet walls and more"
100049,"Bullet04","4-hour drying time"
100049,"Bullet05","Elastomastic to expand and contract without cracking"
100049,"Bullet06","Energy Star approved"
100049,"Coating Base","Water"
100049,"Coating Consistency","Other"
100049,"Color Family","White"
100049,"Commercial / Residential","Commercial / Residential"
100049,"Container type","Bucket"
100049,"Dry Time","4 h"
100049,"ENERGY STAR Certified","Yes"
100049,"Fire Rating","0"
100049,"MFG Brand Name","Henry"
100049,"Product Depth (in.)","12"
100049,"Product Height (in.)","14"
100049,"Product Width (in.)","12"
100049,"Roofing Product Type","Roof Coating"
100049,"Surface Recommended","Metal roofs; Well adhered, weathered, previously coated white or aluminum roof surfaces; Mineral surface cap sheet; Smooth surface BUR and SBS roofs; Stucco and masonry parapet walls."
100050,"Assembled Depth (in.)","23.60 in"
100050,"Assembled Height (in.)","34.00 in"
100050,"Assembled Width (in.)","22.50 in"
100050,"Assembly Required","No"
100050,"Bullet01","Part of the Create Your Own collection program, slipcovers for cushions must be purchased separately"
100050,"Bullet02","All-weather resin wicker crafts a versatile piece for indoor and outdoor use"
100050,"Bullet03","Fashioned with a multi-brown wicker finish for a vintage aesthetic in your outdoor living area"
100050,"Bullet04","No assembly required"
100050,"Bullet05","All components packed in 1 box"
100050,"Bullet06","Coordinates with other brown wicker items in the Beverly collection (sold separately)"
100050,"Bullet07","2-year limited frame, fabric and weave warranty"
100050,"Care Instructions","Spot Clean"
100050,"Chair Type","Dining Chair"
100050,"Collection Name","Beverly"
100050,"Commercial / Residential","Residential"
100050,"Cushion Color Family","Unfinished"
100050,"Cushion Color or Pattern","Bare"
100050,"Fill Material","Foam"
100050,"Frame Material","Steel"
100050,"Frame Primary Finish","Brown"
100050,"MFG Brand Name","Hampton Bay"
100050,"Outdoor Living Product Type","Patio Furniture Seating Set"
100050,"Patio Furniture Features","Arms,Cushions included,Stackable,UV protected,Weather resistant"
100050,"Product Weight (lb.)","14"
100050,"Seat Height (in.)","17.5"
100050,"Weight Capacity (lb.)","200"
100051,"Assembled Depth (in.)","35.50 in"
100051,"Assembled Height (in.)","37.00 in"
100051,"Assembled Width (in.)","33.50 in"
100051,"Assembly Required","Yes"
100051,"Bullet01","Multi-tone brown wicker finish creates a sophisticated look"
100051,"Bullet02","Powder-coated, reinforced steel frame is durable and rust-resistant"
100051,"Bullet03","All-weather resin wicker resists outdoor elements for years of enjoyment"
100051,"Bullet04","Sky woven Olefin fabric cushions offer beautiful color and comfort"
100051,"Bullet05","Designed for easy assembly"
100051,"Bullet06","Up to 300 lb. weight capacity"
100051,"Bullet07","Coordinates with other patio furniture and accessories in Spring Haven Collection (available separately)"
100051,"Care Instructions","Spot clean with a soft cloth with mild soap. Do not Machine wash. Never use bleach."
100051,"Chair Type","Lounge Chair"
100051,"Collection Name","Spring Haven"
100051,"Commercial / Residential","Residential"
100051,"Cushion Color Family","Blue"
100051,"Cushion Color or Pattern","Sky Blue"
100051,"Fill Material","Foam"
100051,"Frame Material","Steel"
100051,"Frame Primary Finish","Brown"
100051,"MFG Brand Name","Hampton Bay"
100051,"Outdoor Living Product Type","Patio Chair"
100051,"Patio Furniture Features","Arms,Cushions included,UV protected,Weather resistant"
100051,"Product Weight (lb.)","38.9"
100051,"Seat Height (in.)","14.25"
100051,"Weight Capacity (lb.)","300"
100052,"Assembled Depth (in.)","126 in"
100052,"Assembled Height (in.)","99 in"
100052,"Assembled Width (in.)","120 in"
100052,"Bullet01","10 ft. octagon umbrella canopy with single wind vent"
100052,"Bullet02","Anodized aluminum pole"
100052,"Bullet03","Rich bronze colored frame"
